XNXQ	KCH	KCM	XM
2015-2016-1	00800032	中国工艺美术史	2013000004
2015-2016-1	30260133	电子学基础	2014000022
2015-2016-1	20230253	数据与算法	2014000029
2015-2016-1	20440151	物理化学实验B(1)	2014000043
2015-2016-1	30340353	高分子物理	2013000041
2015-2016-1	40340173	传递过程原理	2013000042
2015-2016-1	00690651	文化素质教育讲座（1）	2015000027
2015-2016-1	00690651	文化素质教育讲座（1）	2015000040
2015-2016-1	20220162	电路原理实验	2014000001
2015-2016-1	10510082	中文沟通	2014000012
2015-2016-1	02070041	学生社会工作概论（提高班）	2014000031
2015-2016-1	02070041	学生社会工作概论（提高班）	2014000023
2015-2016-1	00510781	商业伦理	2013000046
2015-2016-1	02070071	大学生心理训练与潜能开发	2015000003
2015-2016-1	30640112	英语口语(2)	2015000017
2015-2016-1	00691223	宗教学基础知识	2015000040
2015-2016-1	10720011	体育(1)	2015000002
2015-2016-1	02070012	党的知识概论	2015000046
2015-2016-1	01510022	工业系统概论	2013000041
2015-2016-2	20440333	有机化学B	2013000044
2015-2016-2	10641022	学术英语听说（2）－综述	2015000032
2015-2016-2	S1510041	实验室科研探究（3）	2014000046
2015-2016-2	00680082	审美的历程	2014000024
2015-2016-2	10720921	二年级男生空手道	2013000049
2015-2016-2	10610193	中国近现代史纲要	2015000020
2015-2016-2	34000082	医学心理学	2013000014
2015-2016-2	10641012	学术英语听说（1）- 转述	2015000008
2015-2016-2	00781872	西方古典音乐文化	2013000039
2015-2016-2	40250412	多媒体技术及应用	2013000048
2015-2016-2	20740073	计算机程序设计基础	2013000040
2015-2016-2	10721181	三年级男生击剑	2013000002
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000039
2015-2016-2	00050071	环境保护与可持续发展	2013000031
2015-2016-2	20440104	有机化学A(1)	2014000003
2015-2016-2	10421084	微积分B(2)	2013000005
2015-2016-2	00690222	儒家经典导读	2013000029
2015-2016-2	00690783	唐诗鉴赏	2015000020
2015-2016-2	30230832	媒体与认知	2013000024
2015-2016-2	20030102	弹性力学及有限元基础	2014000035
2015-2016-2	00700102	现代西方科学哲学	2013000033
2015-2016-2	10610193	中国近现代史纲要	2015000028
2015-2016-2	10721361	三年级男生台球	2013000004
2015-2016-2	40040152	工程地质	2014000035
2015-2016-2	20240023	离散数学(2)	2015000019
2015-2016-2	02050032	媒介素养综合知识与实践	2013000001
2015-2016-2	10641082	学术英语读写（3）－文献综述	2015000001
2015-2016-2	40240392	多媒体技术基础及应用	2013000021
2015-2016-2	10430792	物理实验A(2)	2014000042
2015-2016-2	40230821	电磁场与微波实验	2013000024
2015-2016-2	00640312	影视欣赏	2013000026
2015-2016-2	00640562	英国社会与文化	2015000038
2015-2016-2	30450303	遗传学（英文）	2014000020
2015-2016-2	00510722	组织行为学	2013000038
2015-2016-2	30641702	西方文化基础	2014000013
2015-2016-2	30641702	西方文化基础	2014000017
2015-2016-2	30510973	计量经济学（1）	2014000018
2015-2016-2	40030682	钢结构课程设计	2013000050
2015-2016-2	40030682	钢结构课程设计	2013000023
2015-2016-2	40030682	钢结构课程设计	2013000028
2015-2016-2	10641022	学术英语听说（2）－综述	2015000025
2015-2016-2	S1510021	实验室科研探究（1）	2013000048
2015-2016-2	10421065	微积分A(2)	2015000019
2015-2016-2	34000286	普通药理学	2013000014
2015-2016-2	10690013	学术之道	2015000010
2015-2016-2	20310372	基础力学系列实验	2014000042
2015-2016-2	30240532	面向对象程序设计基础	2015000048
2015-2016-2	40640462	日语视听(2)	2014000041
2015-2016-2	00510624	计量经济学导论	2014000041
2015-2016-2	10421065	微积分A(2)	2015000035
2015-2016-2	40021391	建筑设计基础（2）	2015000028
2015-2016-2	40000141	风景园林植物识别	2015000029
2015-2016-2	30670513	传播研究方法	2015000040
2015-2016-2	30805392	造型基础（2）	2014000044
2015-2016-2	00690783	唐诗鉴赏	2013000009
2015-2016-2	40350593	材料加工原理	2013000006
2015-2016-2	00510683	营销管理	2014000037
2015-2016-2	10421102	线性代数(2)	2015000003
2015-2016-2	10421102	线性代数(2)	2015000009
2015-2016-2	10610204	马克思主义基本原理	2014000045
2015-2016-2	30240551	数字逻辑实验	2015000003
2015-2016-2	30240551	数字逻辑实验	2015000009
2015-2016-2	10910013	运筹学	2014000035
2015-2016-2	40670533	广告概论	2013000038
2015-2016-2	00690222	儒家经典导读	2014000010
2015-2016-2	30020853	建筑设计（2下）	2015000028
2015-2016-2	30511053	公司金融	2014000007
2015-2016-2	01510162	制造工程体验	2014000020
2015-2016-2	00690452	中国古代小说研究与赏析	2014000001
2015-2016-2	40641061	经典作品阅读（4）	2014000010
2015-2016-2	00750011	图书馆概论	2013000021
2015-2016-2	00750011	图书馆概论	2014000024
2015-2016-2	21510202	电子工艺实习（分散）	2015000013
2015-2016-2	10421065	微积分A(2)	2015000034
2015-2016-2	02090061	射击	2013000046
2015-2016-2	00640312	影视欣赏	2015000032
2015-2016-2	00690062	围棋与中国文化	2014000045
2015-2016-2	10720971	二年级男生游泳中级班	2014000019
2015-2016-2	10720971	二年级男生游泳中级班	2014000023
2015-2016-2	30230654	信号与系统（英）	2014000029
2015-2016-2	10721131	三年级男生跳水	2013000027
2015-2016-2	02090061	射击	2014000020
2015-2016-2	40030673	混凝土结构设计	2013000050
2015-2016-2	40030673	混凝土结构设计	2013000023
2015-2016-2	40030673	混凝土结构设计	2013000028
2015-2016-2	40030673	混凝土结构设计	2013000027
2015-2016-2	30030323	土木工程CAD技术基础	2013000023
2015-2016-2	30030323	土木工程CAD技术基础	2013000028
2015-2016-2	10641092	学术英语读写（4）－研究论文	2014000020
2015-2016-2	10610193	中国近现代史纲要	2015000002
2015-2016-2	00040132	宝玉石鉴赏	2014000023
2015-2016-2	00690622	中国古典诗歌研究与赏析	2015000050
2015-2016-2	30230742	概率论与随机过程 (1)	2014000002
2015-2016-2	10430484	大学物理B(1)	2013000005
2015-2016-2	10610193	中国近现代史纲要	2015000008
2015-2016-2	10721031	三年级男生足球提高课	2013000006
2015-2016-2	10720221	一年级男生体育(2)	2015000002
2015-2016-2	10720501	二年级女生软式排球	2014000041
2015-2016-2	00440012	化学与社会	2015000022
2015-2016-2	10720561	二年级女生游泳	2014000016
2015-2016-2	10720211	一年级女生体育(2)	2015000030
2015-2016-2	30700773	全球经济与国际政治	2014000009
2015-2016-2	20030134	结构力学(1)(英)	2014000006
2015-2016-2	20030044	结构力学(1)(中文)	2014000035
2015-2016-2	00050071	环境保护与可持续发展	2013000022
2015-2016-2	00691383	西方哲学精神探源	2013000047
2015-2016-2	10641102	快乐英语写作	2014000025
2015-2016-2	40030682	钢结构课程设计	2013000029
2015-2016-2	20310274	流体力学	2014000042
2015-2016-2	30220334	电机学	2014000028
2015-2016-2	10721051	三年级男生棒球	2013000014
2015-2016-2	10720251	二年级男生散手	2014000004
2015-2016-2	00690062	围棋与中国文化	2013000017
2015-2016-2	10720221	一年级男生体育(2)	2015000005
2015-2016-2	10510152	中外艺术史	2014000007
2015-2016-2	10510152	中外艺术史	2014000018
2015-2016-2	40220653	信号与系统	2014000001
2015-2016-2	00240042	人工智能导论	2013000042
2015-2016-2	30040242	水力学(1)	2014000004
2015-2016-2	00050071	环境保护与可持续发展	2014000014
2015-2016-2	40807841	当代摄影	2014000047
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000010
2015-2016-2	00740202	网页设计与制作	2014000038
2015-2016-2	40000141	风景园林植物识别	2015000022
2015-2016-2	40220723	电力系统分析	2013000037
2015-2016-2	30230683	计算机程序设计基础（2）	2015000041
2015-2016-2	00780271	交响音乐赏析	2015000037
2015-2016-2	00690783	唐诗鉴赏	2015000043
2015-2016-2	10421102	线性代数(2)	2015000010
2015-2016-2	00420033	数学模型	2013000024
2015-2016-2	00050071	环境保护与可持续发展	2015000010
2015-2016-2	30641182	英语听力(4)	2015000005
2015-2016-2	10430811	物理实验B(2)	2014000029
2015-2016-2	40420682	数学研讨课（1）	2013000020
2015-2016-2	30120143	测试与检测技术基础	2013000047
2015-2016-2	10431014	物理学概论	2014000012
2015-2016-2	40420084	离散数学方法	2013000045
2015-2016-2	10421065	微积分A(2)	2015000039
2015-2016-2	10720251	二年级男生散手	2014000005
2015-2016-2	30510803	经济学原理(2)	2015000025
2015-2016-2	10610193	中国近现代史纲要	2015000039
2015-2016-2	00440012	化学与社会	2013000042
2015-2016-2	10720221	一年级男生体育(2)	2015000046
2015-2016-2	00680082	审美的历程	2013000033
2015-2016-2	30641122	英语戏剧选读	2014000010
2015-2016-2	00690783	唐诗鉴赏	2013000049
2015-2016-2	00350042	环境材料学	2014000045
2015-2016-2	40340351	精细高分子	2013000042
2015-2016-2	00640562	英国社会与文化	2014000041
2015-2016-2	30450453	分子生物学(英)	2014000003
2015-2016-2	30020883	建筑设计（4上）	2014000030
2015-2016-2	10721041	三年级男生网球	2013000040
2015-2016-2	10720331	二年级男生足球	2014000034
2015-2016-2	00510722	组织行为学	2013000046
2015-2016-2	30240551	数字逻辑实验	2014000034
2015-2016-2	30020731	建筑设计方法概论（2）	2014000024
2015-2016-2	40350402	冶金质量控制	2013000006
2015-2016-2	30350183	材料物理性能基础	2013000001
2015-2016-2	40250144	信号与系统分析	2014000032
2015-2016-2	10720221	一年级男生体育(2)	2015000044
2015-2016-2	40020253	房屋建筑学	2014000005
2015-2016-2	40020253	房屋建筑学	2014000033
2015-2016-2	40641071	经典作品阅读（2）	2014000017
2015-2016-2	40640022	美国社会与文化	2015000006
2015-2016-2	10421102	线性代数(2)	2015000044
2015-2016-2	30450314	生物化学基础实验	2014000020
2015-2016-2	40660033	国际法学	2015000038
2015-2016-2	30020271	建筑技术概论	2014000024
2015-2016-2	40600013	公司金融	2013000037
2015-2016-2	30510523	货币银行学	2013000017
2015-2016-2	03050011	卫生与保健	2014000029
2015-2016-2	03050011	卫生与保健	2014000039
2015-2016-2	00641502	西方文化基础	2015000028
2015-2016-2	10721121	三年级男生游泳	2013000007
2015-2016-2	10421065	微积分A(2)	2015000030
2015-2016-2	21550012	电子技术实验	2014000032
2015-2016-2	10641232	基础英语听说	2014000048
2015-2016-2	30450373	生理学	2014000011
2015-2016-2	40641232	经典文学作品导读	2015000024
2015-2016-2	04000071	实验动物学	2015000050
2015-2016-2	10641022	学术英语听说（2）－综述	2015000003
2015-2016-2	00691172	佛教哲学概论	2014000049
2015-2016-2	10610193	中国近现代史纲要	2015000012
2015-2016-2	10610193	中国近现代史纲要	2015000001
2015-2016-2	10420803	概率论与数理统计	2014000043
2015-2016-2	00640192	科技英语视听说	2015000030
2015-2016-2	10641062	学术英语读写（1）－说明文	2014000021
2015-2016-2	40020472	中国近代建筑史	2013000026
2015-2016-2	00782551	音乐剧排演（2）	2013000047
2015-2016-2	10430344	大学物理(1)(英)	2015000030
2015-2016-2	10420803	概率论与数理统计	2013000044
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000019
2015-2016-2	10720221	一年级男生体育(2)	2015000013
2015-2016-2	00700302	科学技术史系列讲座	2015000039
2015-2016-2	30420134	高等代数与几何(2)	2015000037
2015-2016-2	30230303	电磁场与波	2014000014
2015-2016-2	10641082	学术英语读写（3）－文献综述	2015000013
2015-2016-2	00660242	法律与神话传说	2013000033
2015-2016-2	03050011	卫生与保健	2014000017
2015-2016-2	20030102	弹性力学及有限元基础	2014000004
2015-2016-2	40021351	建筑设计原理	2014000031
2015-2016-2	10721031	三年级男生足球提高课	2013000021
2015-2016-2	10720561	二年级女生游泳	2014000008
2015-2016-2	40641172	英语短篇小说阅读	2015000016
2015-2016-2	00590043	中国国情与发展	2015000049
2015-2016-2	S1510021	实验室科研探究（1）	2015000047
2015-2016-2	20240033	数值分析	2014000021
2015-2016-2	00660132	合同法	2014000005
2015-2016-2	10720551	二年级女生旱冰	2014000046
2015-2016-2	20030044	结构力学(1)(中文)	2014000004
2015-2016-2	10610193	中国近现代史纲要	2015000030
2015-2016-2	40230292	现代分析技术	2013000033
2015-2016-2	40600033	金融分析方法	2013000041
2015-2016-2	40440332	现代高分子化学实验	2013000008
2015-2016-2	40440332	现代高分子化学实验	2013000040
2015-2016-2	30030363	测量学	2014000006
2015-2016-2	10641032	学术英语听说（3）－讨论	2015000045
2015-2016-2	30230742	概率论与随机过程 (1)	2014000014
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2013000048
2015-2016-2	00740023	多媒体设计与制作	2013000012
2015-2016-2	00700102	现代西方科学哲学	2013000010
2015-2016-2	30470023	计算机应用数学	2015000001
2015-2016-2	40700053	国际关系学概论	2014000009
2015-2016-2	00640922	英文诗歌赏析	2014000024
2015-2016-2	40240432	形式语言与自动机	2013000013
2015-2016-2	10721181	三年级男生击剑	2013000005
2015-2016-2	20220233	计算机硬件技术基础	2013000039
2015-2016-2	20470024	普通物理（1）（英）	2015000001
2015-2016-2	10641022	学术英语听说（2）－综述	2015000010
2015-2016-2	30240532	面向对象程序设计基础	2015000008
2015-2016-2	00700052	大学生心理健康	2015000017
2015-2016-2	30670513	传播研究方法	2014000040
2015-2016-2	20220044	电工与电子技术	2015000030
2015-2016-2	00450162	现代生物学实验	2015000028
2015-2016-2	10700023	科技发展与人类文明	2015000002
2015-2016-2	20440532	无机及分析化学实验B	2015000002
2015-2016-2	20030162	混凝土结构(2)	2013000029
2015-2016-2	30250064	计算机原理与应用	2014000032
2015-2016-2	30310788	开放创新挑战研究	2013000032
2015-2016-2	40021251	当代建筑设计思潮	2013000026
2015-2016-2	30440104	高分子化学导论	2013000009
2015-2016-2	00690702	1966-1976年中国文化史论	2015000030
2015-2016-2	00690702	1966-1976年中国文化史论	2015000046
2015-2016-2	60640272	日语(第二外国语)(2)	2014000046
2015-2016-2	30040242	水力学(1)	2014000006
2015-2016-2	30641182	英语听力(4)	2015000006
2015-2016-2	30641182	英语听力(4)	2015000017
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000048
2015-2016-2	34000312	医学寄生虫学	2013000014
2015-2016-2	20240023	离散数学(2)	2015000008
2015-2016-2	10720221	一年级男生体育(2)	2015000008
2015-2016-2	00690783	唐诗鉴赏	2014000003
2015-2016-2	30670383	新闻评论	2013000038
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000044
2015-2016-2	30310683	计算流体力学基础	2013000032
2015-2016-2	10641012	学术英语听说（1）- 转述	2015000020
2015-2016-2	40050574	城市给水排水管道工程及设计	2013000043
2015-2016-2	10421065	微积分A(2)	2015000046
2015-2016-2	10610193	中国近现代史纲要	2015000018
2015-2016-2	30806492	设计表达(2)	2014000049
2015-2016-2	40220872	数字化变电站	2013000037
2015-2016-2	10720211	一年级女生体育(2)	2015000047
2015-2016-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2014000046
2015-2016-2	10430811	物理实验B(2)	2014000022
2015-2016-2	34000082	医学心理学	2014000003
2015-2016-2	40660033	国际法学	2014000005
2015-2016-2	30470093	计算生物学	2013000034
2015-2016-2	00640272	美国社会与文化	2015000036
2015-2016-2	34000292	医学统计学	2013000014
2015-2016-2	40800893	综合材料	2014000048
2015-2016-2	00510454	经济学原理	2014000005
2015-2016-2	20310394	材料力学	2014000042
